Date,HomeTeam,AwayTeam,HomeAverageAge,AwayAverageAge,HomeAverageValue,AwayAverageValue
20/04/2013,West Ham,Wigan,28,27,3500000,0
21/04/2013,Liverpool,Chelsea,27,25,8863636,22545454
21/04/2013,Tottenham,Man City,26,27,12863636,17500000
22/04/2013,Man United,Aston Villa,27,24,21954545,4409090
27/04/2013,Everton,Fulham,28,29,8909090,5254545
27/04/2013,Man City,West Ham,27,28,17000000,3500000
27/04/2013,Newcastle,Liverpool,25,27,4500000,11590909
27/04/2013,Southampton,West Brom,26,27,3431818,6545454
27/04/2013,Stoke,Norwich,27,26,5863636,2818181
27/04/2013,Wigan,Tottenham,27,26,0,12818181
28/04/2013,Arsenal,Man United,26,26,14954545,22727272
28/04/2013,Chelsea,Swansea,26,26,24909090,4181818
28/04/2013,Reading,QPR,25,27,2090909,2977272
29/04/2013,Aston Villa,Sunderland,23,26,4636363,6818181
4/05/2013,Fulham,Reading,31,25,4845454,1954545
4/05/2013,Norwich,Aston Villa,26,23,3045454,4636363
4/05/2013,QPR,Arsenal,28,27,1795454,15136363
4/05/2013,Swansea,Man City,26,26,4590909,16590909
4/05/2013,Tottenham,Southampton,26,26,13090909,3159090
4/05/2013,West Brom,Wigan,27,27,6863636,0
4/05/2013,West Ham,Newcastle,28,26,3500000,4954545
5/05/2013,Liverpool,Everton,27,28,11590909,8409090
5/05/2013,Man United,Chelsea,27,26,14409090,22363636
6/05/2013,Sunderland,Stoke,25,26,7545454,5772727
7/05/2013,Man City,West Brom,26,26,15545454,6636363
7/05/2013,Wigan,Swansea,27,27,0,2818181
8/05/2013,Chelsea,Tottenham,26,26,24545454,14045454
11/05/2013,Aston Villa,Chelsea,23,27,4500000,21454545
12/05/2013,Everton,West Ham,28,27,8409090,3818181
12/05/2013,Fulham,Liverpool,30,25,4545454,9409090
12/05/2013,Man United,Swansea,27,27,15227272,3840909
12/05/2013,Norwich,West Brom,26,27,3363636,7181818
12/05/2013,QPR,Newcastle,27,27,1704545,5545454
12/05/2013,Stoke,Tottenham,27,26,5772727,14681818
12/05/2013,Sunderland,Southampton,26,25,7227272,3431818
14/05/2013,Arsenal,Wigan,26,27,14954545,0
14/05/2013,Reading,Man City,25,28,1954545,13454545
19/05/2013,Chelsea,Everton,27,28,22818181,8454545
19/05/2013,Liverpool,QPR,25,28,10181818,1113636
19/05/2013,Man City,Norwich,26,26,17000000,3136363
19/05/2013,Newcastle,Arsenal,28,26,5681818,14954545
19/05/2013,Southampton,Stoke,26,27,3318181,5318181
19/05/2013,Swansea,Fulham,26,29,4590909,4500000
19/05/2013,Tottenham,Sunderland,27,26,14090909,6636363
19/05/2013,West Brom,Man United,27,25,4318181,16727272
19/05/2013,West Ham,Reading,28,26,4954545,1772727
19/05/2013,Wigan,Aston Villa,27,24,0,4772727
17/08/2013,Arsenal,Aston Villa,25,24,16272727,5181818
17/08/2013,Liverpool,Stoke,26,27,11227272,5045454
17/08/2013,Norwich,Everton,26,28,2909090,10909090
17/08/2013,Sunderland,Fulham,26,29,3545454,2927272
17/08/2013,Swansea,Man United,26,28,5590909,12772727
17/08/2013,West Brom,Southampton,28,24,4363636,6454545
17/08/2013,West Ham,Cardiff,28,25,2500000,3181818
18/08/2013,Chelsea,Hull,27,26,19772727,2590909
18/08/2013,Crystal Palace,Tottenham,28,25,1477272,13000000
19/08/2013,Man City,Newcastle,27,27,15727272,5363636
21/08/2013,Chelsea,Aston Villa,28,24,24772727,5318181
24/08/2013,Aston Villa,Liverpool,23,26,5363636,11227272
24/08/2013,Everton,West Brom,28,28,10909090,4340909
24/08/2013,Fulham,Arsenal,29,25,2745454,17000000
24/08/2013,Hull,Norwich,26,25,2818181,3681818
24/08/2013,Newcastle,West Ham,26,28,6045454,2727272
24/08/2013,Southampton,Sunderland,24,26,6454545,3636363
24/08/2013,Stoke,Crystal Palace,27,27,5181818,1454545
25/08/2013,Cardiff,Man City,26,27,3318181,12545454
25/08/2013,Tottenham,Swansea,25,26,12363636,4909090
26/08/2013,Man United,Chelsea,27,27,16772727,18045454
31/08/2013,Cardiff,Everton,26,28,3318181,10909090
31/08/2013,Crystal Palace,Sunderland,27,26,1454545,3290909
31/08/2013,Man City,Hull,26,26,15545454,2863636
31/08/2013,Newcastle,Fulham,26,29,6045454,3745454
31/08/2013,Norwich,Southampton,26,25,4227272,5772727
31/08/2013,West Ham,Stoke,28,27,2727272,5500000
1/09/2013,Arsenal,Tottenham,25,25,18454545,12363636
1/09/2013,Liverpool,Man United,26,28,12500000,12590909
1/09/2013,West Brom,Swansea,28,26,4590909,6272727
14/09/2013,Aston Villa,Newcastle,24,25,5363636,7681818
14/09/2013,Everton,Chelsea,28,27,7136363,21136363
14/09/2013,Fulham,West Brom,28,28,3681818,4045454
14/09/2013,Hull,Cardiff,26,25,2863636,3045454
14/09/2013,Man United,Crystal Palace,28,28,14772727,1500000
14/09/2013,Stoke,Man City,27,25,5500000,13000000
14/09/2013,Sunderland,Arsenal,25,24,3427272,15818181
14/09/2013,Tottenham,Norwich,24,26,13181818,4227272
15/09/2013,Southampton,West Ham,25,28,8090909,2636363
16/09/2013,Swansea,Liverpool,26,24,6954545,13181818
21/09/2013,Chelsea,Fulham,27,28,16318181,3727272
21/09/2013,Liverpool,Southampton,26,25,13681818,8090909
21/09/2013,Newcastle,Hull,25,26,7681818,2727272
21/09/2013,Norwich,Aston Villa,26,24,4045454,5136363
21/09/2013,West Brom,Sunderland,28,25,3227272,5000000
21/09/2013,West Ham,Everton,28,28,2636363,7136363
22/09/2013,Arsenal,Stoke,24,26,14727272,5772727
22/09/2013,Cardiff,Tottenham,26,24,3227272,13000000
22/09/2013,Crystal Palace,Swansea,28,25,1590909,5318181
22/09/2013,Man City,Man United,26,27,14272727,16772727
28/09/2013,Aston Villa,Man City,24,26,3136363,17818181
28/09/2013,Fulham,Cardiff,28,25,3954545,3590909
28/09/2013,Hull,West Ham,27,27,2681818,2818181
28/09/2013,Man United,West Brom,25,27,14272727,4045454
28/09/2013,Southampton,Crystal Palace,25,27,7909090,1863636
28/09/2013,Swansea,Arsenal,25,24,4772727,14727272
28/09/2013,Tottenham,Chelsea,24,28,13000000,18863636
29/09/2013,Stoke,Norwich,26,25,5772727,4227272
29/09/2013,Sunderland,Liverpool,26,26,3863636,11500000
30/09/2013,Everton,Newcastle,27,25,11272727,6500000
5/10/2013,Cardiff,Newcastle,25,26,3590909,7181818
5/10/2013,Fulham,Stoke,29,27,3409090,5181818
5/10/2013,Hull,Aston Villa,27,24,2590909,3636363
5/10/2013,Liverpool,Crystal Palace,25,27,11136363,1454545
5/10/2013,Man City,Everton,27,27,16000000,11136363
5/10/2013,Sunderland,Man United,25,26,3727272,17000000
6/10/2013,Norwich,Chelsea,25,28,4409090,21318181
6/10/2013,Southampton,Swansea,26,25,6727272,6227272
6/10/2013,Tottenham,West Ham,25,28,11272727,3181818
6/10/2013,West Brom,Arsenal,28,25,2954545,14545454
19/10/2013,Arsenal,Norwich,26,25,16000000,4363636
19/10/2013,Chelsea,Cardiff,27,26,24681818,3590909
19/10/2013,Everton,Hull,27,27,11272727,2681818
19/10/2013,Man United,Southampton,25,25,21090909,8136363
19/10/2013,Newcastle,Liverpool,25,26,7863636,11590909
19/10/2013,Stoke,West Brom,26,27,5318181,3772727
19/10/2013,Swansea,Sunderland,26,27,5818181,4318181
19/10/2013,West Ham,Man City,28,26,3181818,13000000
20/10/2013,Aston Villa,Tottenham,24,24,3500000,14636363
21/10/2013,Crystal Palace,Fulham,26,29,1409090,4545454
26/10/2013,Aston Villa,Everton,23,27,5090909,11318181
26/10/2013,Crystal Palace,Arsenal,28,26,1500000,14818181
26/10/2013,Liverpool,West Brom,26,28,11136363,3590909
26/10/2013,Man United,Stoke,26,27,18909090,5045454
26/10/2013,Norwich,Cardiff,26,25,4363636,3590909
26/10/2013,Southampton,Fulham,24,29,6909090,4818181
27/10/2013,Chelsea,Man City,27,26,18227272,13636363
27/10/2013,Sunderland,Newcastle,27,25,3909090,7931818
27/10/2013,Swansea,West Ham,27,28,4727272,3181818
27/10/2013,Tottenham,Hull,25,28,15272727,2295454
2/11/2013,Arsenal,Liverpool,27,26,14181818,10136363
2/11/2013,Fulham,Man United,28,25,4181818,17409090
2/11/2013,Hull,Sunderland,27,27,2431818,4772727
2/11/2013,Man City,Norwich,27,26,12409090,4000000
2/11/2013,Newcastle,Chelsea,26,28,6909090,26136363
2/11/2013,Stoke,Southampton,27,24,5227272,6909090
2/11/2013,West Brom,Crystal Palace,28,28,4318181,1500000
2/11/2013,West Ham,Aston Villa,28,24,3363636,4727272
3/11/2013,Cardiff,Swansea,27,27,3409090,5409090
3/11/2013,Everton,Tottenham,28,25,10636363,15272727
9/11/2013,Aston Villa,Cardiff,24,27,4272727,3409090
9/11/2013,Chelsea,West Brom,27,28,18772727,4181818
9/11/2013,Crystal Palace,Everton,28,28,1681818,10636363
9/11/2013,Liverpool,Fulham,26,28,12409090,3590909
9/11/2013,Norwich,West Ham,26,29,4090909,3318181
9/11/2013,Southampton,Hull,24,27,6909090,2431818
10/11/2013,Man United,Arsenal,27,26,17636363,14454545
10/11/2013,Sunderland,Man City,27,27,3977272,6409090
10/11/2013,Swansea,Stoke,26,27,4636363,5045454
10/11/2013,Tottenham,Newcastle,26,26,12272727,6909090
23/11/2013,Arsenal,Southampton,26,25,17000000,6000000
23/11/2013,Everton,Liverpool,27,25,11318181,11409090
23/11/2013,Fulham,Swansea,29,25,4154545,4909090
23/11/2013,Hull,Crystal Palace,27,28,2545454,1909090
23/11/2013,Newcastle,Norwich,26,25,6409090,3954545
23/11/2013,Stoke,Sunderland,27,27,5409090,3977272
23/11/2013,West Ham,Chelsea,28,27,3181818,16045454
24/11/2013,Cardiff,Man United,26,26,3681818,17636363
24/11/2013,Man City,Tottenham,27,25,8772727,16545454
25/11/2013,West Brom,Aston Villa,28,24,4045454,4272727
30/11/2013,Aston Villa,Sunderland,24,27,5272727,4750000
30/11/2013,Cardiff,Arsenal,25,26,3227272,17000000
30/11/2013,Everton,Stoke,27,26,9227272,4954545
30/11/2013,Newcastle,West Brom,27,28,7318181,4318181
30/11/2013,Norwich,Crystal Palace,25,28,3818181,1727272
30/11/2013,West Ham,Fulham,29,29,2727272,3836363
1/12/2013,Chelsea,Southampton,27,24,25318181,7636363
1/12/2013,Hull,Liverpool,27,25,2636363,10318181
1/12/2013,Man City,Swansea,28,25,7500000,2954545
1/12/2013,Tottenham,Man United,25,25,14000000,16045454
3/12/2013,Crystal Palace,West Ham,28,28,1727272,2909090
4/12/2013,Arsenal,Hull,26,26,12090909,2681818
4/12/2013,Fulham,Tottenham,29,25,2927272,14545454
4/12/2013,Liverpool,Norwich,24,25,11045454,3454545
4/12/2013,Man United,Everton,27,27,17590909,9909090
4/12/2013,Southampton,Aston Villa,23,24,7090909,3500000
4/12/2013,Stoke,Cardiff,26,24,5181818,3363636
4/12/2013,Sunderland,Chelsea,27,27,4431818,24681818
4/12/2013,Swansea,Newcastle,25,27,3500000,7318181
4/12/2013,West Brom,Man City,28,27,4545454,13318181
7/12/2013,Crystal Palace,Cardiff,28,24,1727272,3090909
7/12/2013,Liverpool,West Ham,24,29,11227272,2727272
7/12/2013,Man United,Newcastle,25,26,14772727,7727272
7/12/2013,Southampton,Man City,23,27,6000000,12500000
7/12/2013,Stoke,Chelsea,26,26,5000000,21772727
7/12/2013,Sunderland,Tottenham,26,25,3750000,10545454
7/12/2013,West Brom,Norwich,28,26,3681818,3863636
8/12/2013,Arsenal,Everton,25,27,16454545,9909090
8/12/2013,Fulham,Aston Villa,30,24,2836363,5000000
9/12/2013,Swansea,Hull,26,26,4272727,2772727
14/12/2013,Cardiff,West Brom,26,28,3772727,4318181
14/12/2013,Chelsea,Crystal Palace,27,28,25590909,1863636
14/12/2013,Everton,Fulham,27,30,9136363,2836363
14/12/2013,Hull,Stoke,26,26,2772727,4863636
14/12/2013,Man City,Arsenal,27,25,13681818,16727272
14/12/2013,Newcastle,Southampton,26,24,5863636,5954545
14/12/2013,West Ham,Sunderland,28,26,2409090,4477272
15/12/2013,Aston Villa,Man United,24,25,4681818,15409090
15/12/2013,Norwich,Swansea,26,25,3863636,4590909
15/12/2013,Tottenham,Liverpool,25,24,12181818,12090909
21/12/2013,Crystal Palace,Newcastle,28,26,1772727,7727272
21/12/2013,Fulham,Man City,30,28,2972727,16454545
21/12/2013,Liverpool,Cardiff,24,25,12090909,3681818
21/12/2013,Man United,West Ham,24,27,16409090,2318181
21/12/2013,Stoke,Aston Villa,26,23,5090909,3000000
21/12/2013,Sunderland,Norwich,26,26,4477272,4363636
21/12/2013,West Brom,Hull,28,26,4590909,2772727
22/12/2013,Southampton,Tottenham,25,25,5045454,13000000
22/12/2013,Swansea,Everton,26,27,4545454,9909090
23/12/2013,Arsenal,Chelsea,26,28,13636363,17409090
26/12/2013,Aston Villa,Crystal Palace,24,27,3363636,1772727
26/12/2013,Cardiff,Southampton,25,24,3045454,5363636
26/12/2013,Chelsea,Swansea,27,26,24227272,3227272
26/12/2013,Everton,Sunderland,28,25,9227272,4545454
26/12/2013,Hull,Man United,26,26,2772727,15863636
26/12/2013,Man City,Liverpool,27,24,16636363,12545454
26/12/2013,Newcastle,Stoke,26,28,8818181,4227272
26/12/2013,Norwich,Fulham,26,28,4363636,3154545
26/12/2013,Tottenham,West Brom,25,28,12909090,3318181
26/12/2013,West Ham,Arsenal,28,26,2272727,16181818
28/12/2013,Aston Villa,Swansea,23,26,3636363,4363636
28/12/2013,Cardiff,Sunderland,24,26,3181818,4545454
28/12/2013,Hull,Fulham,27,29,2500000,2745454
28/12/2013,Man City,Crystal Palace,26,27,16795454,1772727
28/12/2013,Norwich,Man United,25,28,4363636,10909090
28/12/2013,West Ham,West Brom,29,28,2136363,3227272
29/12/2013,Chelsea,Liverpool,27,24,18409090,13545454
29/12/2013,Everton,Southampton,26,25,9909090,5113636
29/12/2013,Newcastle,Arsenal,26,27,7727272,18000000
29/12/2013,Tottenham,Stoke,25,28,11000000,3681818
1/01/2014,Arsenal,Cardiff,27,25,18636363,3272727
1/01/2014,Crystal Palace,Norwich,28,26,1772727,4318181
1/01/2014,Fulham,West Ham,30,29,3318181,1954545
1/01/2014,Liverpool,Hull,25,27,11727272,2590909
1/01/2014,Man United,Tottenham,26,25,14181818,12272727
1/01/2014,Southampton,Chelsea,25,27,5431818,20500000
1/01/2014,Stoke,Everton,28,26,4227272,10909090
1/01/2014,Sunderland,Aston Villa,25,24,3318181,5181818
1/01/2014,Swansea,Man City,26,26,4636363,16454545
1/01/2014,West Brom,Newcastle,29,27,3318181,7318181
11/01/2014,Cardiff,West Ham,26,28,3227272,2409090
11/01/2014,Everton,Norwich,27,25,10909090,4636363
11/01/2014,Fulham,Sunderland,30,26,3727272,4568181
11/01/2014,Hull,Chelsea,26,27,2636363,21409090
11/01/2014,Man United,Swansea,26,26,10909090,4772727
11/01/2014,Southampton,West Brom,25,29,6454545,4454545
11/01/2014,Tottenham,Crystal Palace,25,28,11500000,1727272
12/01/2014,Newcastle,Man City,25,28,6727272,18181818
12/01/2014,Stoke,Liverpool,26,26,4681818,10227272
13/01/2014,Aston Villa,Arsenal,24,26,5181818,15454545
18/01/2014,Arsenal,Fulham,26,28,15454545,3409090
18/01/2014,Crystal Palace,Stoke,28,26,1363636,4681818
18/01/2014,Liverpool,Aston Villa,26,24,10500000,6181818
18/01/2014,Man City,Cardiff,28,25,13272727,3500000
18/01/2014,Norwich,Hull,25,27,4545454,3272727
18/01/2014,Sunderland,Southampton,26,25,4340909,6000000
18/01/2014,West Ham,Newcastle,28,26,2090909,6727272
19/01/2014,Chelsea,Man United,27,26,20954545,12000000
19/01/2014,Swansea,Tottenham,26,24,5363636,9954545
20/01/2014,West Brom,Everton,29,28,3272727,10681818
28/01/2014,Crystal Palace,Hull,28,27,1681818,4409090
28/01/2014,Liverpool,Everton,25,26,9500000,11590909
28/01/2014,Man United,Cardiff,27,26,21227272,3227272
28/01/2014,Norwich,Newcastle,25,25,4954545,6136363
28/01/2014,Southampton,Arsenal,24,26,4909090,13181818
28/01/2014,Swansea,Fulham,27,28,4909090,3409090
29/01/2014,Aston Villa,West Brom,24,29,5863636,4181818
29/01/2014,Chelsea,West Ham,27,28,18590909,4000000
29/01/2014,Sunderland,Stoke,26,27,4431818,5227272
29/01/2014,Tottenham,Man City,24,28,9954545,15090909
1/02/2014,Cardiff,Norwich,25,27,4181818,3636363
1/02/2014,Everton,Aston Villa,28,24,7636363,5772727
1/02/2014,Fulham,Southampton,29,25,4636363,6272727
1/02/2014,Hull,Tottenham,27,25,4568181,13954545
1/02/2014,Newcastle,Sunderland,26,26,6272727,4386363
1/02/2014,Stoke,Man United,28,26,5045454,24454545
1/02/2014,West Ham,Swansea,28,26,4090909,5227272
2/02/2014,Arsenal,Crystal Palace,27,28,14090909,1681818
2/02/2014,West Brom,Liverpool,27,25,3500000,9500000
3/02/2014,Man City,Chelsea,27,27,15181818,20136363
8/02/2014,Aston Villa,West Ham,24,29,6000000,2772727
8/02/2014,Chelsea,Newcastle,27,24,20000000,6886363
8/02/2014,Crystal Palace,West Brom,27,28,2454545,4000000
8/02/2014,Liverpool,Arsenal,25,26,9500000,15000000
8/02/2014,Norwich,Man City,26,28,4363636,13727272
8/02/2014,Southampton,Stoke,25,27,5772727,4863636
8/02/2014,Sunderland,Hull,26,28,4386363,4522727
8/02/2014,Swansea,Cardiff,27,25,5318181,5181818
9/02/2014,Man United,Fulham,27,26,22090909,3272727
9/02/2014,Tottenham,Everton,25,29,11681818,6409090
11/02/2014,Cardiff,Aston Villa,24,24,4954545,5818181
11/02/2014,Hull,Southampton,28,25,4477272,5318181
11/02/2014,West Brom,Chelsea,27,26,3227272,22545454
11/02/2014,West Ham,Norwich,29,26,2772727,4454545
12/02/2014,Arsenal,Man United,27,27,15363636,23181818
12/02/2014,Fulham,Liverpool,27,25,4090909,9500000
12/02/2014,Newcastle,Tottenham,25,25,6545454,10681818
12/02/2014,Stoke,Swansea,28,27,5045454,5181818
22/02/2014,Arsenal,Sunderland,28,25,17272727,4409090
22/02/2014,Cardiff,Hull,25,27,4772727,4636363
22/02/2014,Chelsea,Everton,28,29,18318181,6409090
22/02/2014,Crystal Palace,Man United,27,27,2545454,23954545
22/02/2014,Man City,Stoke,28,28,18181818,5045454
22/02/2014,West Brom,Fulham,27,29,3500000,4227272
22/02/2014,West Ham,Southampton,29,25,2772727,5318181
23/02/2014,Liverpool,Swansea,25,27,11590909,5681818
23/02/2014,Newcastle,Aston Villa,26,24,4886363,6045454
23/02/2014,Norwich,Tottenham,26,25,4500000,9500000
1/03/2014,Everton,West Ham,28,29,6090909,2772727
1/03/2014,Fulham,Chelsea,29,26,3954545,19863636
1/03/2014,Hull,Newcastle,27,25,4636363,5159090
1/03/2014,Southampton,Liverpool,25,25,6000000,11681818
1/03/2014,Stoke,Arsenal,27,27,5136363,17454545
2/03/2014,Aston Villa,Norwich,24,26,6045454,3863636
2/03/2014,Swansea,Crystal Palace,27,27,5181818,2590909
2/03/2014,Tottenham,Cardiff,26,24,11000000,3681818
8/03/2014,Cardiff,Fulham,24,28,4227272,3181818
8/03/2014,Chelsea,Tottenham,28,25,15227272,11136363
8/03/2014,Crystal Palace,Southampton,28,26,1909090,6454545
8/03/2014,Norwich,Stoke,26,27,3909090,5136363
8/03/2014,West Brom,Man United,29,25,4000000,26818181
15/03/2014,Aston Villa,Chelsea,24,26,5090909,22590909
15/03/2014,Everton,Cardiff,27,24,11045454,3590909
15/03/2014,Fulham,Newcastle,26,26,3863636,4659090
15/03/2014,Hull,Man City,27,28,4772727,17090909
15/03/2014,Southampton,Norwich,24,26,5681818,3500000
15/03/2014,Stoke,West Ham,27,27,5045454,4636363
15/03/2014,Sunderland,Crystal Palace,26,27,4704545,2772727
15/03/2014,Swansea,West Brom,26,28,4681818,3363636
16/03/2014,Man United,Liverpool,26,25,25727272,11409090
16/03/2014,Tottenham,Arsenal,24,27,10136363,14454545
22/03/2014,Cardiff,Liverpool,24,26,3500000,11681818
22/03/2014,Chelsea,Arsenal,27,27,17772727,14454545
22/03/2014,Everton,Swansea,26,27,11181818,5181818
22/03/2014,Hull,West Brom,26,27,4727272,3000000
22/03/2014,Man City,Fulham,28,28,14818181,2545454
22/03/2014,Newcastle,Crystal Palace,26,27,4659090,2090909
22/03/2014,Norwich,Sunderland,27,26,3545454,4386363
22/03/2014,West Ham,Man United,28,26,4090909,24045454
23/03/2014,Aston Villa,Stoke,24,27,6045454,4909090
23/03/2014,Tottenham,Southampton,24,25,11136363,5681818
25/03/2014,Arsenal,Swansea,27,27,12818181,6363636
25/03/2014,Man United,Man City,26,28,24500000,17090909
25/03/2014,Newcastle,Everton,26,26,4659090,10954545
26/03/2014,Liverpool,Sunderland,26,27,11681818,3340909
26/03/2014,West Ham,Hull,28,27,4090909,4727272
29/03/2014,Arsenal,Man City,28,28,14909090,17090909
29/03/2014,Crystal Palace,Chelsea,27,28,2090909,16590909
29/03/2014,Man United,Aston Villa,26,24,23272727,6181818
29/03/2014,Southampton,Newcastle,25,26,5227272,4454545
29/03/2014,Stoke,Hull,27,27,5045454,4340909
29/03/2014,Swansea,Norwich,27,27,6545454,3590909
29/03/2014,West Brom,Cardiff,28,25,3000000,4000000
30/03/2014,Fulham,Everton,27,26,3363636,10954545
30/03/2014,Liverpool,Tottenham,25,24,11590909,11863636
31/03/2014,Sunderland,West Ham,26,28,3613636,4363636
5/04/2014,Aston Villa,Fulham,25,27,3954545,3477272
5/04/2014,Cardiff,Crystal Palace,24,27,4909090,2090909
5/04/2014,Chelsea,Stoke,27,27,14045454,4909090
5/04/2014,Hull,Swansea,28,27,4204545,6545454
5/04/2014,Man City,Southampton,28,24,18181818,6045454
5/04/2014,Newcastle,Man United,26,26,4090909,21181818
5/04/2014,Norwich,West Brom,28,28,3500000,3227272
6/04/2014,Everton,Arsenal,27,28,10272727,14727272
6/04/2014,West Ham,Liverpool,27,25,4909090,11772727
7/04/2014,Tottenham,Sunderland,24,26,10045454,3977272
12/04/2014,Crystal Palace,Aston Villa,27,26,2090909,4636363
12/04/2014,Fulham,Norwich,28,25,3704545,4045454
12/04/2014,Southampton,Cardiff,24,24,5363636,3590909
12/04/2014,Stoke,Newcastle,27,27,5045454,3568181
12/04/2014,Sunderland,Everton,26,27,4204545,10272727
12/04/2014,West Brom,Tottenham,29,24,3136363,10045454
13/04/2014,Liverpool,Man City,25,28,11772727,17090909
13/04/2014,Swansea,Chelsea,27,26,5863636,15863636
15/04/2014,Arsenal,West Ham,29,27,14545454,4727272
16/04/2014,Everton,Crystal Palace,26,28,11181818,2136363
16/04/2014,Man City,Sunderland,27,26,13727272,4477272
19/04/2014,Aston Villa,Southampton,25,25,4636363,6727272
19/04/2014,Cardiff,Stoke,24,27,3590909,5045454
19/04/2014,Chelsea,Sunderland,28,26,16227272,4477272
19/04/2014,Newcastle,Swansea,26,26,3931818,5136363
19/04/2014,Tottenham,Fulham,24,29,9045454,2909090
19/04/2014,West Ham,Crystal Palace,27,27,4727272,2090909
20/04/2014,Everton,Man United,26,26,10954545,20954545
20/04/2014,Hull,Arsenal,27,27,4386363,15909090
20/04/2014,Norwich,Liverpool,26,25,4000000,11409090
21/04/2014,Man City,West Brom,27,27,17090909,3318181
26/04/2014,Fulham,Hull,30,27,3613636,4340909
26/04/2014,Man United,Norwich,27,25,14681818,4045454
26/04/2014,Southampton,Everton,25,25,6318181,10863636
26/04/2014,Stoke,Tottenham,27,25,4909090,9772727
26/04/2014,Swansea,Aston Villa,26,25,5136363,4636363
26/04/2014,West Brom,West Ham,27,27,2954545,4227272
27/04/2014,Crystal Palace,Man City,28,28,2136363,13000000
27/04/2014,Liverpool,Chelsea,25,27,11409090,7454545
27/04/2014,Sunderland,Cardiff,26,25,4477272,3681818
28/04/2014,Arsenal,Newcastle,27,26,15909090,5022727
3/05/2014,Aston Villa,Hull,24,28,4818181,4613636
3/05/2014,Everton,Man City,26,28,10318181,11909090
3/05/2014,Man United,Sunderland,28,26,16590909,4477272
3/05/2014,Newcastle,Cardiff,27,24,5022727,4454545
3/05/2014,Stoke,Fulham,26,29,4590909,3750000
