Date,HomeTeam,AwayTeam,HomeAverageAge,AwayAverageAge,HomeAverageValue,AwayAverageValue
15/09/2018,Tottenham,Liverpool,27,25,44000000,47727272
15/09/2018,Watford,Man United,28,28,7818181,32000000
16/09/2018,Wolves,Burnley,25,28,7181818,7954545
23/09/2018,Arsenal,Everton,27,24,24136363,27090909
22/09/2018,Brighton,Tottenham,27,27,5818181,41818181
22/09/2018,Burnley,Bournemouth,28,25,7818181,15500000
22/09/2018,Cardiff,Man City,27,26,4454545,42000000
22/09/2018,Crystal Palace,Newcastle,27,26,12090909,6818181
22/09/2018,Fulham,Watford,24,28,13272727,7818181
22/09/2018,Leicester,Huddersfield,25,26,21545454,5500000
22/09/2018,Liverpool,Southampton,25,26,54545454,10090909
22/09/2018,Man United,Wolves,26,25,34272727,7181818
23/09/2018,West Ham,Chelsea,26,27,16772727,38636363
29/09/2018,Arsenal,Watford,27,28,23409090,7454545
1/10/2018,Bournemouth,Crystal Palace,25,26,16454545,13454545
30/09/2018,Cardiff,Burnley,26,28,5545454,7818181
29/09/2018,Chelsea,Liverpool,27,25,38636363,50909090
29/09/2018,Everton,Fulham,24,24,27090909,9863636
29/09/2018,Huddersfield,Tottenham,27,26,6000000,32727272
29/09/2018,Man City,Brighton,26,26,44272727,5136363
29/09/2018,Newcastle,Leicester,26,25,7818181,22363636
29/09/2018,West Ham,Man United,26,26,18590909,37181818
29/09/2018,Wolves,Southampton,25,25,7181818,12727272
5/10/2018,Brighton,West Ham,28,26,5477272,18590909
6/10/2018,Burnley,Huddersfield,28,27,8000000,5000000
6/10/2018,Crystal Palace,Wolves,27,25,13000000,7181818
7/10/2018,Fulham,Arsenal,25,25,10090909,27909090
6/10/2018,Leicester,Everton,25,24,22363636,28909090
7/10/2018,Liverpool,Man City,26,26,52727272,56545454
6/10/2018,Man United,Newcastle,25,26,45636363,7636363
7/10/2018,Southampton,Chelsea,25,27,11909090,38181818
6/10/2018,Tottenham,Cardiff,26,26,36818181,4909090
6/10/2018,Watford,Bournemouth,28,25,7272727,16454545
22/10/2018,Arsenal,Leicester,26,25,26227272,23090909
20/10/2018,Bournemouth,Southampton,25,25,16454545,11636363
20/10/2018,Cardiff,Fulham,27,26,4681818,12318181
20/10/2018,Chelsea,Man United,26,26,37272727,44090909
21/10/2018,Everton,Crystal Palace,26,27,27090909,12272727
20/10/2018,Huddersfield,Liverpool,27,27,5272727,45909090
20/10/2018,Man City,Burnley,27,28,40000000,7818181
20/10/2018,Newcastle,Brighton,26,28,7636363,5295454
20/10/2018,West Ham,Tottenham,27,26,18863636,38454545
20/10/2018,Wolves,Watford,25,27,7181818,7909090
27/10/2018,Brighton,Wolves,28,26,5295454,4000000
28/10/2018,Burnley,Chelsea,27,27,8090909,25000000
28/10/2018,Crystal Palace,Arsenal,27,24,12090909,23818181
27/10/2018,Fulham,Bournemouth,25,26,10386363,14909090
27/10/2018,Leicester,West Ham,24,26,19818181,15136363
27/10/2018,Liverpool,Cardiff,26,27,49454545,3409090
28/10/2018,Man United,Everton,26,26,40000000,27090909
27/10/2018,Southampton,Newcastle,26,26,12545454,7636363
29/10/2018,Tottenham,Man City,26,26,36181818,56545454
27/10/2018,Watford,Huddersfield,27,26,7909090,5090909
3/11/2018,Arsenal,Liverpool,26,25,25636363,52272727
3/11/2018,Bournemouth,Man United,25,26,15045454,32727272
3/11/2018,Cardiff,Leicester,27,25,4681818,23363636
4/11/2018,Chelsea,Crystal Palace,27,27,25000000,12727272
3/11/2018,Everton,Brighton,26,28,27090909,5295454
5/11/2018,Huddersfield,Fulham,26,24,6136363,11500000
4/11/2018,Man City,Southampton,26,25,51090909,10181818
3/11/2018,Newcastle,Watford,27,28,7636363,7272727
3/11/2018,West Ham,Burnley,26,28,17500000,6909090
3/11/2018,Wolves,Tottenham,26,26,4909090,36181818
11/11/2018,Arsenal,Wolves,25,26,25636363,4909090
10/11/2018,Cardiff,Brighton,26,27,3931818,4590909
11/11/2018,Chelsea,Everton,26,26,37272727,24818181
10/11/2018,Crystal Palace,Tottenham,27,26,9363636,43909090
10/11/2018,Huddersfield,West Ham,26,26,6136363,17500000
10/11/2018,Leicester,Burnley,26,28,16818181,7136363
11/11/2018,Liverpool,Fulham,25,25,53181818,12818181
11/11/2018,Man City,Man United,26,26,56545454,33363636
10/11/2018,Newcastle,Bournemouth,27,25,4090909,15363636
10/11/2018,Southampton,Watford,26,27,11272727,7181818
25/11/2018,Bournemouth,Arsenal,26,25,14590909,23363636
24/11/2018,Brighton,Leicester,28,27,4204545,15909090
26/11/2018,Burnley,Newcastle,28,27,7863636,4181818
24/11/2018,Everton,Cardiff,26,27,24818181,4295454
24/11/2018,Fulham,Southampton,25,25,15090909,8545454
24/11/2018,Man United,Crystal Palace,27,27,38636363,12727272
24/11/2018,Tottenham,Chelsea,25,26,48000000,37272727
24/11/2018,Watford,Liverpool,27,26,8363636,53636363
24/11/2018,West Ham,Man City,26,27,17954545,34727272
25/11/2018,Wolves,Huddersfield,25,25,4909090,6136363
2/12/2018,Arsenal,Tottenham,25,25,23363636,46909090
30/11/2018,Cardiff,Wolves,27,25,4863636,3363636
2/12/2018,Chelsea,Fulham,27,25,36818181,15454545
1/12/2018,Crystal Palace,Burnley,27,28,12727272,7590909
1/12/2018,Huddersfield,Brighton,26,26,6318181,5704545
1/12/2018,Leicester,Watford,26,28,19727272,7272727
2/12/2018,Liverpool,Everton,25,26,53181818,24818181
1/12/2018,Man City,Bournemouth,25,27,46090909,11772727
1/12/2018,Newcastle,West Ham,27,27,4090909,18136363
1/12/2018,Southampton,Man United,24,26,8272727,41272727
4/12/2018,Bournemouth,Huddersfield,26,26,16090909,6636363
4/12/2018,Brighton,Crystal Palace,26,27,5363636,12727272
5/12/2018,Burnley,Liverpool,28,26,9136363,29000000
5/12/2018,Fulham,Leicester,24,25,14613636,14318181
5/12/2018,Man United,Arsenal,25,24,35181818,20636363
4/12/2018,Watford,Man City,27,27,6272727,42272727
4/12/2018,West Ham,Cardiff,27,27,19636363,4227272
5/12/2018,Wolves,Chelsea,25,26,7181818,29090909
5/12/2018,Everton,Newcastle,25,26,26636363,3636363
5/12/2018,Tottenham,Southampton,25,26,45000000,6272727
8/12/2018,Arsenal,Huddersfield,26,27,24227272,5636363
8/12/2018,Bournemouth,Liverpool,27,26,12181818,57272727
8/12/2018,Burnley,Brighton,28,26,9136363,5522727
8/12/2018,Cardiff,Southampton,27,24,4681818,10454545
8/12/2018,Chelsea,Man City,27,26,39090909,54727272
10/12/2018,Everton,Watford,26,27,24818181,4772727
8/12/2018,Leicester,Tottenham,25,26,18909090,32363636
8/12/2018,Man United,Fulham,26,25,36363636,12681818
9/12/2018,Newcastle,Wolves,27,24,4272727,7181818
8/12/2018,West Ham,Crystal Palace,27,27,14681818,12727272
16/12/2018,Brighton,Chelsea,27,27,4363636,39090909
15/12/2018,Crystal Palace,Leicester,27,27,8909090,20454545
15/12/2018,Fulham,West Ham,26,27,12295454,16045454
15/12/2018,Huddersfield,Newcastle,26,26,5500000,4727272
16/12/2018,Liverpool,Man United,26,26,54909090,34090909
15/12/2018,Man City,Everton,26,24,41090909,25454545
16/12/2018,Southampton,Arsenal,25,26,11727272,17954545
15/12/2018,Tottenham,Burnley,26,28,43454545,8181818
15/12/2018,Watford,Cardiff,27,27,6590909,4681818
15/12/2018,Wolves,Bournemouth,25,26,7181818,10454545
22/12/2018,Arsenal,Burnley,26,28,18272727,9545454
22/12/2018,Bournemouth,Brighton,27,25,12181818,4727272
22/12/2018,Cardiff,Man United,27,26,4681818,41363636
22/12/2018,Chelsea,Leicester,27,26,39090909,22000000
23/12/2018,Everton,Tottenham,24,25,24363636,46818181
22/12/2018,Huddersfield,Southampton,25,25,5318181,11727272
22/12/2018,Man City,Crystal Palace,25,26,52727272,13636363
22/12/2018,Newcastle,Fulham,27,26,3909090,12363636
22/12/2018,West Ham,Watford,27,28,16045454,6863636
21/12/2018,Wolves,Liverpool,26,26,4000000,52727272
26/12/2018,Brighton,Arsenal,27,27,3636363,22681818
26/12/2018,Burnley,Everton,27,25,9363636,22545454
26/12/2018,Crystal Palace,Cardiff,27,27,12727272,2477272
26/12/2018,Fulham,Wolves,26,26,11250000,4000000
26/12/2018,Leicester,Man City,26,25,22000000,55454545
26/12/2018,Liverpool,Newcastle,26,26,53636363,7363636
26/12/2018,Man United,Huddersfield,25,25,39545454,5772727
27/12/2018,Southampton,West Ham,25,26,13090909,16090909
26/12/2018,Tottenham,Bournemouth,25,27,40454545,13090909
26/12/2018,Watford,Chelsea,28,27,6863636,39090909
29/12/2018,Brighton,Everton,26,25,4954545,26181818
30/12/2018,Burnley,West Ham,27,27,9500000,18818181
30/12/2018,Crystal Palace,Chelsea,27,27,12272727,38181818
29/12/2018,Fulham,Huddersfield,26,26,13000000,5045454
29/12/2018,Leicester,Cardiff,25,27,23181818,4681818
29/12/2018,Liverpool,Arsenal,25,26,55000000,23772727
30/12/2018,Man United,Bournemouth,26,26,41818181,11272727
30/12/2018,Southampton,Man City,24,27,7545454,47727272
29/12/2018,Tottenham,Wolves,26,25,46818181,6545454
29/12/2018,Watford,Newcastle,26,27,8909090,4909090
1/01/2019,Arsenal,Fulham,25,26,22090909,9818181
2/01/2019,Bournemouth,Watford,26,29,14818181,6409090
1/01/2019,Cardiff,Tottenham,27,26,4681818,46818181
2/01/2019,Chelsea,Southampton,27,24,36818181,11545454
1/01/2019,Everton,Leicester,24,26,25727272,19227272
2/01/2019,Huddersfield,Burnley,25,27,5590909,9500000
3/01/2019,Man City,Liverpool,27,26,45909090,52727272
2/01/2019,Newcastle,Man United,26,26,4909090,39545454
2/01/2019,West Ham,Brighton,27,27,18500000,4681818
2/01/2019,Wolves,Crystal Palace,26,27,4909090,12090909
12/01/2019,Brighton,Liverpool,27,25,3863636,56363636
12/01/2019,Burnley,Fulham,27,26,10409090,13272727
12/01/2019,Cardiff,Huddersfield,27,26,3772727,3954545
12/01/2019,Chelsea,Newcastle,27,26,39090909,6363636
12/01/2019,Crystal Palace,Watford,27,28,12090909,7727272
13/01/2019,Everton,Bournemouth,25,26,27272727,14636363
12/01/2019,Leicester,Southampton,26,25,22000000,9727272
14/01/2019,Man City,Wolves,26,25,56090909,8818181
13/01/2019,Tottenham,Man United,26,26,49363636,41363636
12/01/2019,West Ham,Arsenal,28,25,18954545,22090909
19/01/2019,Arsenal,Chelsea,26,27,26181818,39090909
19/01/2019,Bournemouth,West Ham,26,28,16409090,16500000
20/01/2019,Fulham,Tottenham,27,27,10545454,35409090
20/01/2019,Huddersfield,Man City,26,27,4363636,45181818
19/01/2019,Liverpool,Crystal Palace,26,28,53636363,11659090
19/01/2019,Man United,Brighton,25,27,40454545,3863636
19/01/2019,Newcastle,Cardiff,26,27,5818181,3500000
19/01/2019,Southampton,Everton,24,25,11090909,27272727
19/01/2019,Watford,Burnley,29,27,7318181,10409090
19/01/2019,Wolves,Leicester,25,26,6363636,20227272
29/01/2019,Arsenal,Cardiff,27,28,19772727,5000000
30/01/2019,Bournemouth,Chelsea,27,27,12045454,33181818
29/01/2019,Fulham,Brighton,27,27,10545454,3727272
29/01/2019,Huddersfield,Everton,26,26,4727272,23772727
29/01/2019,Man United,Burnley,26,27,39545454,10409090
29/01/2019,Wolves,West Ham,26,28,7727272,18863636
30/01/2019,Liverpool,Leicester,26,26,54545454,24090909
29/01/2019,Newcastle,Man City,26,27,5818181,52454545
30/01/2019,Southampton,Crystal Palace,24,27,11090909,12090909
30/01/2019,Tottenham,Watford,27,29,26318181,8909090
2/02/2019,Brighton,Watford,27,29,4545454,8045454
2/02/2019,Burnley,Southampton,27,24,10409090,11181818
2/02/2019,Cardiff,Bournemouth,27,27,4636363,12590909
2/02/2019,Chelsea,Huddersfield,27,25,39545454,5954545
2/02/2019,Crystal Palace,Fulham,27,27,10272727,11909090
2/02/2019,Everton,Wolves,26,26,23590909,8818181
3/02/2019,Leicester,Man United,25,26,24272727,36363636
3/02/2019,Man City,Arsenal,27,26,54272727,22045454
2/02/2019,Tottenham,Newcastle,27,26,30545454,5818181
4/02/2019,West Ham,Liverpool,27,26,17181818,51818181
9/02/2019,Brighton,Burnley,27,27,3727272,10409090
9/02/2019,Crystal Palace,West Ham,27,27,13181818,17181818
9/02/2019,Fulham,Man United,27,26,10863636,42272727
9/02/2019,Huddersfield,Arsenal,26,25,5681818,24181818
9/02/2019,Liverpool,Bournemouth,26,27,55000000,10545454
10/02/2019,Man City,Chelsea,26,27,59727272,35000000
9/02/2019,Southampton,Cardiff,25,28,9727272,5000000
10/02/2019,Tottenham,Leicester,26,24,24681818,25909090
9/02/2019,Watford,Everton,28,24,7409090,27090909
11/02/2019,Wolves,Newcastle,26,26,8818181,5818181
24/02/2019,Arsenal,Southampton,27,23,32409090,9545454
23/02/2019,Bournemouth,Wolves,26,26,15227272,8818181
23/02/2019,Burnley,Tottenham,27,27,10409090,41000000
22/02/2019,Cardiff,Watford,27,28,6272727,8909090
3/04/2019,Chelsea,Brighton,26,27,32272727,6795454
6/02/2019,Everton,Man City,24,27,21181818,35181818
23/02/2019,Leicester,Crystal Palace,26,28,23000000,18090909
24/02/2019,Man United,Liverpool,26,27,39272727,58181818
23/02/2019,Newcastle,Huddersfield,26,28,5272727,3863636
22/02/2019,West Ham,Fulham,28,26,17045454,14318181
27/02/2019,Arsenal,Bournemouth,27,27,15272727,10227272
26/02/2019,Cardiff,Everton,28,27,2954545,22181818
27/02/2019,Crystal Palace,Man United,28,25,17000000,32454545
26/02/2019,Huddersfield,Wolves,24,26,4545454,8818181
26/02/2019,Leicester,Brighton,25,27,27000000,4454545
27/02/2019,Chelsea,Tottenham,28,26,30090909,40272727
27/02/2019,Liverpool,Watford,25,28,49545454,8909090
27/02/2019,Man City,West Ham,27,26,29818181,15727272
26/02/2019,Newcastle,Burnley,25,27,5000000,9772727
27/02/2019,Southampton,Fulham,25,27,10181818,9136363
2/03/2019,Bournemouth,Man City,27,26,12000000,53636363
2/03/2019,Brighton,Huddersfield,26,25,7272727,4863636
2/03/2019,Burnley,Crystal Palace,27,27,10409090,16090909
3/03/2019,Everton,Liverpool,26,25,23909090,51363636
3/03/2019,Fulham,Chelsea,26,26,12318181,35454545
2/03/2019,Man United,Southampton,25,25,36090909,10181818
2/03/2019,Tottenham,Arsenal,27,27,40727272,26909090
3/03/2019,Watford,Leicester,29,26,8272727,25363636
2/03/2019,West Ham,Newcastle,27,25,17636363,5000000
2/03/2019,Wolves,Cardiff,25,28,7727272,4090909
10/03/2019,Arsenal,Man United,28,25,21909090,41363636
9/03/2019,Cardiff,West Ham,28,27,5363636,17636363
10/03/2019,Chelsea,Wolves,27,26,33181818,8181818
9/03/2019,Crystal Palace,Brighton,27,26,16727272,7272727
9/03/2019,Huddersfield,Bournemouth,25,27,4727272,14681818
9/03/2019,Leicester,Fulham,25,26,27000000,12318181
10/03/2019,Liverpool,Burnley,26,27,55000000,10409090
9/03/2019,Man City,Watford,27,28,42545454,5545454
9/03/2019,Newcastle,Everton,26,24,4636363,25909090
9/03/2019,Southampton,Tottenham,25,26,10181818,47545454
16/03/2019,Bournemouth,Newcastle,26,27,16727272,3727272
16/04/2019,Brighton,Cardiff,28,28,5977272,3636363
16/03/2019,Burnley,Leicester,27,25,9500000,27000000
17/03/2019,Everton,Chelsea,25,27,23181818,35000000
17/03/2019,Fulham,Liverpool,26,26,10909090,55000000
24/04/2019,Man United,Man City,26,27,35454545,45000000
3/04/2019,Tottenham,Crystal Palace,27,27,49363636,15272727
23/04/2019,Watford,Southampton,28,26,9818181,9090909
16/03/2019,West Ham,Huddersfield,27,24,20318181,4818181
24/04/2019,Wolves,Arsenal,26,27,8818181,26000000
1/04/2019,Arsenal,Newcastle,26,27,21636363,5090909
30/03/2019,Brighton,Southampton,26,25,7272727,11090909
30/03/2019,Burnley,Wolves,27,26,10409090,7727272
31/03/2019,Cardiff,Chelsea,28,27,5363636,28181818
30/03/2019,Crystal Palace,Huddersfield,27,26,17454545,5681818
30/03/2019,Fulham,Man City,25,26,9954545,55000000
30/03/2019,Leicester,Bournemouth,25,26,22636363,16863636
31/03/2019,Liverpool,Tottenham,26,27,53636363,50727272
30/03/2019,Man United,Watford,27,28,41363636,9090909
30/03/2019,West Ham,Everton,28,25,15954545,25454545
6/04/2019,Bournemouth,Burnley,25,27,17227272,10727272
8/04/2019,Chelsea,West Ham,26,27,28181818,17000000
7/04/2019,Everton,Arsenal,26,26,22818181,18727272
6/04/2019,Huddersfield,Leicester,26,25,5500000,21727272
3/04/2019,Man City,Cardiff,24,27,49272727,4545454
6/04/2019,Newcastle,Crystal Palace,26,27,4636363,16636363
5/04/2019,Southampton,Liverpool,25,25,10090909,53636363
23/04/2019,Tottenham,Brighton,28,26,36954545,6818181
2/04/2019,Watford,Fulham,29,25,7727272,12590909
2/04/2019,Wolves,Man United,26,25,8818181,36090909
13/04/2019,Brighton,Bournemouth,26,26,6181818,15409090
13/04/2019,Burnley,Cardiff,27,27,10727272,4909090
14/04/2019,Crystal Palace,Man City,27,27,12181818,48000000
13/04/2019,Fulham,Everton,25,26,12272727,22818181
12/04/2019,Leicester,Newcastle,25,26,26272727,4090909
14/04/2019,Liverpool,Chelsea,25,26,52272727,31818181
13/04/2019,Man United,West Ham,26,28,42000000,14045454
13/04/2019,Southampton,Wolves,24,26,11454545,8181818
13/04/2019,Tottenham,Huddersfield,26,25,25590909,4363636
15/04/2019,Watford,Arsenal,28,27,7272727,24000000
21/04/2019,Arsenal,Crystal Palace,26,27,15090909,10727272
20/04/2019,Bournemouth,Fulham,26,26,15181818,13409090
21/04/2019,Cardiff,Liverpool,28,25,3636363,52272727
22/04/2019,Chelsea,Burnley,26,27,30909090,10727272
21/04/2019,Everton,Man United,26,25,26818181,45454545
20/04/2019,Huddersfield,Watford,26,28,5090909,7954545
20/04/2019,Man City,Tottenham,24,25,60909090,34545454
20/04/2019,Newcastle,Southampton,26,25,4090909,10636363
20/04/2019,West Ham,Leicester,28,25,15681818,26818181
20/04/2019,Wolves,Brighton,26,28,7181818,3795454
27/04/2019,Brighton,Newcastle,28,27,4568181,4636363
28/04/2019,Burnley,Man City,27,26,10727272,43909090
27/04/2019,Crystal Palace,Everton,27,26,11272727,26818181
27/04/2019,Fulham,Cardiff,26,28,12500000,3454545
28/04/2019,Leicester,Arsenal,25,26,25454545,28636363
26/04/2019,Liverpool,Huddersfield,26,25,45454545,4136363
28/04/2019,Man United,Chelsea,26,27,41363636,37272727
27/04/2019,Southampton,Bournemouth,25,26,11090909,14363636
27/04/2019,Tottenham,West Ham,26,27,36363636,18272727
27/04/2019,Watford,Wolves,29,26,8181818,8818181
5/05/2019,Arsenal,Brighton,28,27,25409090,7340909
4/05/2019,Bournemouth,Tottenham,25,26,14159090,38181818
4/05/2019,Cardiff,Crystal Palace,27,27,3863636,15545454
5/05/2019,Chelsea,Watford,27,28,38181818,7636363
3/05/2019,Everton,Burnley,26,28,26818181,9181818
5/05/2019,Huddersfield,Man United,26,26,5818181,32909090
6/05/2019,Man City,Leicester,26,25,46181818,25454545
4/05/2019,Newcastle,Liverpool,27,26,4636363,50000000
4/05/2019,West Ham,Southampton,27,25,12818181,11636363
4/05/2019,Wolves,Fulham,26,25,8818181,12590909
12/05/2019,Brighton,Man City,28,27,6931818,49363636
12/05/2019,Burnley,Arsenal,27,26,10727272,11409090
12/05/2019,Crystal Palace,Bournemouth,27,25,16727272,14159090
12/05/2019,Fulham,Newcastle,25,27,13136363,5545454
12/05/2019,Leicester,Chelsea,25,29,25454545,21000000
12/05/2019,Liverpool,Wolves,25,26,51363636,8818181
12/05/2019,Man United,Cardiff,24,27,33818181,3909090
12/05/2019,Southampton,Huddersfield,25,25,11090909,6090909
12/05/2019,Tottenham,Everton,27,26,36954545,27818181
12/05/2019,Watford,West Ham,29,27,8181818,19454545
9/08/2019,Liverpool,Norwich,25,24,49818181,7854545
10/08/2019,Bournemouth,Sheffield United,24,26,12454545,5890909
10/08/2019,Burnley,Southampton,27,24,9409090,9436363
10/08/2019,Crystal Palace,Everton,28,25,7645454,17818181
11/08/2019,Leicester,Wolves,25,26,22318181,9409090
10/08/2019,Tottenham,Aston Villa,26,26,31136363,10418181
10/08/2019,Watford,Brighton,29,27,5972727,3854545
10/08/2019,West Ham,Man City,26,25,13954545,58545454
11/08/2019,Man United,Chelsea,24,25,32863636,27954545
11/08/2019,Newcastle,Arsenal,25,25,8500000,10609090
17/08/2019,Arsenal,Burnley,25,27,13654545,9409090
17/08/2019,Aston Villa,Bournemouth,25,25,11509090,12736363
17/08/2019,Brighton,West Ham,27,26,5036363,13281818
18/08/2019,Chelsea,Leicester,25,26,24636363,18827272
17/08/2019,Everton,Watford,25,29,16954545,5927272
17/08/2019,Man City,Tottenham,26,26,52000000,34409090
17/08/2019,Norwich,Newcastle,24,26,7754545,6909090
18/08/2019,Sheffield United,Crystal Palace,26,28,5890909,11054545
17/08/2019,Southampton,Liverpool,25,27,7709090,37681818
19/08/2019,Wolves,Man United,26,23,9409090,33454545
23/08/2019,Aston Villa,Everton,25,25,10781818,17818181
25/08/2019,Bournemouth,Man City,25,27,11872727,47272727
24/08/2019,Brighton,Southampton,26,23,6772727,8554545
24/08/2019,Liverpool,Arsenal,26,26,44727272,10336363
24/08/2019,Man United,Crystal Palace,23,28,33454545,9845454
24/08/2019,Norwich,Chelsea,24,23,7754545,32000000
24/08/2019,Sheffield United,Leicester,26,26,5554545,17281818
25/08/2019,Tottenham,Newcastle,26,25,26409090,7181818
24/08/2019,Watford,West Ham,29,26,5818181,14545454
25/08/2019,Wolves,Burnley,26,27,7363636,9409090
1/09/2019,Arsenal,Tottenham,26,27,16227272,31000000
31/08/2019,Burnley,Liverpool,28,26,9627272,44727272
31/08/2019,Chelsea,Sheffield United,23,26,31272727,6136363
31/08/2019,Crystal Palace,Aston Villa,29,25,9845454,10781818
1/09/2019,Everton,Wolves,25,25,21181818,6818181
31/08/2019,Leicester,Bournemouth,25,24,23909090,13318181
31/08/2019,Man City,Brighton,27,26,50181818,7145454
31/08/2019,Newcastle,Watford,25,28,7254545,5300000
31/08/2019,Southampton,Man United,24,25,7254545,28518181
31/08/2019,West Ham,Norwich,26,24,14545454,7827272
16/09/2019,Aston Villa,West Ham,25,26,10600000,14545454
15/09/2019,Bournemouth,Everton,24,26,12109090,19772727
14/09/2019,Brighton,Burnley,27,28,6536363,9627272
14/09/2019,Liverpool,Newcastle,26,25,37090909,6981818
14/09/2019,Man United,Leicester,25,25,22700000,23636363
14/09/2019,Norwich,Man City,25,27,6463636,40000000
14/09/2019,Sheffield United,Southampton,26,25,6118181,6454545
14/09/2019,Tottenham,Crystal Palace,28,28,32454545,11109090
15/09/2019,Watford,Arsenal,29,26,6045454,11500000
14/09/2019,Wolves,Chelsea,25,25,5909090,25727272
22/09/2019,Arsenal,Aston Villa,25,25,13318181,10600000
21/09/2019,Burnley,Norwich,27,25,10227272,6463636
22/09/2019,Chelsea,Liverpool,25,26,26090909,44727272
22/09/2019,Crystal Palace,Wolves,29,26,10454545,8681818
21/09/2019,Everton,Sheffield United,26,26,21181818,6472727
21/09/2019,Leicester,Tottenham,25,27,23181818,29936363
21/09/2019,Man City,Watford,28,29,41454545,4918181
21/09/2019,Newcastle,Brighton,25,26,6981818,6009090
20/09/2019,Southampton,Bournemouth,24,24,7118181,12472727
22/09/2019,West Ham,Man United,27,25,14545454,22700000
28/09/2019,Aston Villa,Burnley,25,27,11845454,10227272
28/09/2019,Bournemouth,West Ham,24,27,12472727,14545454
28/09/2019,Chelsea,Brighton,25,26,25272727,6872727
28/09/2019,Crystal Palace,Norwich,29,24,9845454,7736363
28/09/2019,Everton,Man City,26,26,18545454,49454545
29/09/2019,Leicester,Newcastle,25,25,20545454,7254545
30/09/2019,Man United,Arsenal,24,25,29972727,15000000
28/09/2019,Sheffield United,Liverpool,26,26,6472727,44727272
28/09/2019,Tottenham,Southampton,27,26,35727272,8590909
28/09/2019,Wolves,Watford,26,29,7181818,6727272
6/10/2019,Arsenal,Bournemouth,25,24,14636363,12472727
5/10/2019,Brighton,Tottenham,25,27,6372727,33318181
5/10/2019,Burnley,Everton,27,26,9136363,19772727
5/10/2019,Liverpool,Leicester,27,25,41318181,24909090
6/10/2019,Man City,Wolves,28,25,32363636,6090909
6/10/2019,Newcastle,Man United,24,24,6254545,25200000
5/10/2019,Norwich,Aston Villa,25,25,7763636,11845454
6/10/2019,Southampton,Chelsea,26,24,7600000,22818181
5/10/2019,Watford,Sheffield United,30,26,4045454,6472727
5/10/2019,West Ham,Crystal Palace,27,29,14254545,8281818
19/10/2019,Aston Villa,Brighton,25,26,11845454,6163636
19/10/2019,Bournemouth,Norwich,24,25,12590909,7954545
19/10/2019,Chelsea,Newcastle,24,24,24772727,6254545
19/10/2019,Crystal Palace,Man City,29,26,9809090,50181818
19/10/2019,Everton,West Ham,25,26,19772727,14845454
19/10/2019,Leicester,Burnley,25,27,23181818,9281818
20/10/2019,Man United,Liverpool,25,26,22700000,41818181
21/10/2019,Sheffield United,Arsenal,26,25,6254545,11727272
19/10/2019,Tottenham,Watford,26,29,32481818,4054545
19/10/2019,Wolves,Southampton,26,25,6818181,8436363
27/10/2019,Arsenal,Crystal Palace,26,29,17545454,10036363
26/10/2019,Brighton,Everton,25,25,5509090,19181818
26/10/2019,Burnley,Chelsea,28,24,9345454,31000000
27/10/2019,Liverpool,Tottenham,26,26,49818181,34436363
26/10/2019,Man City,Aston Villa,26,24,47636363,12209090
27/10/2019,Newcastle,Wolves,25,26,6254545,7363636
27/10/2019,Norwich,Man United,25,24,7954545,26336363
25/10/2019,Southampton,Leicester,25,25,8436363,23181818
26/10/2019,Watford,Bournemouth,28,25,5872727,12590909
26/10/2019,West Ham,Sheffield United,28,26,12354545,5890909
2/11/2019,Arsenal,Wolves,26,26,18636363,7363636
2/11/2019,Aston Villa,Liverpool,24,27,10163636,45590909
2/11/2019,Bournemouth,Man United,25,24,13318181,26336363
2/11/2019,Brighton,Norwich,25,25,5509090,6000000
3/11/2019,Crystal Palace,Leicester,29,25,9954545,23181818
3/11/2019,Everton,Tottenham,25,26,18818181,26936363
2/11/2019,Man City,Southampton,27,25,43636363,7981818
2/11/2019,Sheffield United,Burnley,26,28,6254545,9345454
2/11/2019,Watford,Chelsea,28,24,6300000,31363636
2/11/2019,West Ham,Newcastle,28,26,12354545,6709090
9/11/2019,Burnley,West Ham,27,27,9936363,13236363
9/11/2019,Chelsea,Crystal Palace,23,29,28681818,10181818
9/11/2019,Leicester,Arsenal,25,26,23181818,14909090
10/11/2019,Liverpool,Man City,26,27,49818181,43381818
10/11/2019,Man United,Brighton,23,25,27045454,6463636
9/11/2019,Newcastle,Bournemouth,26,24,6709090,12954545
8/11/2019,Norwich,Watford,25,29,6000000,6290909
9/11/2019,Southampton,Everton,25,26,8409090,20500000
9/11/2019,Tottenham,Sheffield United,25,26,32027272,6254545
10/11/2019,Wolves,Aston Villa,26,24,7363636,10427272
23/11/2019,Arsenal,Southampton,26,25,15727272,6954545
25/11/2019,Aston Villa,Newcastle,24,26,13345454,5890909
23/11/2019,Bournemouth,Wolves,25,26,11572727,7363636
23/11/2019,Brighton,Leicester,26,25,6981818,23181818
23/11/2019,Crystal Palace,Liverpool,29,26,10181818,38909090
23/11/2019,Everton,Norwich,26,25,20500000,7036363
23/11/2019,Man City,Chelsea,27,25,45454545,27681818
24/11/2019,Sheffield United,Man United,28,23,4181818,25636363
23/11/2019,Watford,Burnley,29,27,5527272,9936363
23/11/2019,West Ham,Tottenham,27,25,13236363,29845454
30/11/2019,Burnley,Crystal Palace,27,29,9872727,10036363
30/11/2019,Chelsea,West Ham,24,28,29227272,12168181
1/12/2019,Leicester,Everton,25,24,23181818,20500000
