Team,Visiting,Stadium,_featureID,TotalRoadJourney
Liverpool,Portsmouth,Anfield,20,740.581772113511
Watford,Huddersfield,Vicarage Road,35,545.030439985916
Norwich,Tottenham,Carrow Road,25,336.565409109501
Brighton,Man United,Falmer Stadium (The Amex),9,751.03389463827
Everton,Watford,Goodison Park,14,588.644423737487
Southampton,Leicester,St Mary's Stadium,30,421.929748965622
Swansea,Burnley,Swansea.com Stadium,33,631.642917985448
Newcastle,Newcastle,St. James' Park,24,0
Middlesbrough,Watford,Riverside Stadium,23,741.430400985728
Burnley,Sheffield United,Turf Moor,10,172.055572331268
Arsenal,QPR,Emirates Stadium,1,24.297211824422
Arsenal,Burnley,Emirates Stadium,1,648.863153158496
QPR,Leeds,Loftus Road,27,605.836740672971
Everton,Sheffield United,Goodison Park,14,223.848634216404
Middlesbrough,Blackpool,Riverside Stadium,23,371.976732460445
Wolves,Burnley,Molineux Stadium,39,298.103885512988
Blackburn,West Brom,Ewood Park,4,309.095560791755
Blackpool,West Brom,Bloomfield Road,5,371.437558417741
QPR,Stoke,Loftus Road,27,467.761011849065
Aston Villa,Stoke,Villa Park,2,128.7818643545
Bournemouth,Brighton,Dean Court (Vitality Stadium),7,291.485841828749
Blackpool,Liverpool,Bloomfield Road,5,138.734849942207
Stoke,Fulham,Bet365 Stadium,31,473.524995283159
Stoke,Portsmouth,Bet365 Stadium,31,583.326459756318
Stoke,Wolves,Bet365 Stadium,31,98.0835679250872
Chelsea,Man City,Stamford Bridge,12,589.193017729399
Chelsea,Portsmouth,Stamford Bridge,12,216.054395425941
Bournemouth,Brentford,Dean Court (Vitality Stadium),7,302.970595673719
Leicester,Crystal Palace,King Power Stadium,19,332.950704720443
Wigan,Liverpool,DW Stadium,38,66.4155984301843
Bournemouth,Blackburn,Dean Court (Vitality Stadium),7,757.035670244313
Wigan,Fulham,DW Stadium,38,623.057359195435
Fulham,Man City,Craven Cottage,15,588.335135310646
Birmingham,Watford,St Andrew's (stadium),3,304.574271573386
Leeds,Middlesbrough,Elland Road,18,208.34749339319
Reading,Watford,Madejski Stadium,28,117.44921283996
West Ham,Sheffield United,London Stadium (Olympic Stadium),37,506.696255553038
Blackburn,Huddersfield,Ewood Park,4,120.792680337912
Wolves,QPR,Molineux Stadium,39,392.466026083307
Cardiff,Blackpool,Cardiff City Stadium (Dinas Caerdydd),11,645.199194308335
Crystal Palace,Huddersfield,Selhurst Park,13,617.300930859852
Crystal Palace,Cardiff,Selhurst Park,13,489.404251654287
Leeds,Liverpool,Elland Road,18,215.981846577427
Sunderland,Chelsea,Stadium of Light,32,867.503260315958
Blackpool,Arsenal,Bloomfield Road,5,709.934950907398
Liverpool,Huddersfield,Anfield,20,179.8902082057
Huddersfield,Blackburn,Kirklees Stadium (John Smith's Stadium),16,120.792680337912
Chelsea,Middlesbrough,Stamford Bridge,12,787.343344079308
Aston Villa,Portsmouth,Villa Park,2,455.997446899045
Tottenham,Reading,White Hart Lane,34,153.336738909948
Aston Villa,Swansea,Villa Park,2,389.980436526991
Hull,Bolton,MKM Stadium,17,319.61301103311
Wigan,Leeds,DW Stadium,38,170.985058265994
Newcastle,Everton,St. James' Park,24,480.672249793971
Blackburn,Everton,Ewood Park,4,113.336965260773
Portsmouth,West Brom,Fratton Park,26,461.696179409102
Norwich,Sheffield United,Carrow Road,25,463.069751161882
Southampton,Man United,St Mary's Stadium,30,658.634944297782
Man City,Blackburn,Etihad Stadium,21,78.4391411875039
Huddersfield,Fulham,Kirklees Stadium (John Smith's Stadium),16,594.841688692346
Leicester,Chelsea,King Power Stadium,19,311.34934497169
Wolves,Brentford,Molineux Stadium,39,389.098508973156
Portsmouth,Tottenham,Fratton Park,26,252.370622098197
Middlesbrough,Birmingham,Riverside Stadium,23,534.652014711129
Wolves,West Ham,Molineux Stadium,39,402.690856405778
Norwich,Watford,Carrow Road,25,357.500963259348
Everton,Birmingham,Goodison Park,14,297.849788503027
Chelsea,Blackpool,Stamford Bridge,12,722.80991742548
Newcastle,Liverpool,St. James' Park,24,482.596805130363
Arsenal,Cardiff,Emirates Stadium,1,485.638139154222
Blackpool,Bournemouth,Bloomfield Road,5,819.377667870298
Middlesbrough,Reading,Riverside Stadium,23,789.590271465003
West Ham,Portsmouth,London Stadium (Olympic Stadium),37,245.212929757697
Sunderland,Leicester,Stadium of Light,32,562.76601331092
Fulham,Cardiff,Craven Cottage,15,465.465419841605
West Ham,Sunderland,London Stadium (Olympic Stadium),37,861.289440490486
Bolton,Reading,University of Bolton Stadium,6,582.335679113727
Leicester,Leeds,King Power Stadium,19,302.743921915747
West Ham,Man United,London Stadium (Olympic Stadium),37,591.467877456906
West Brom,Norwich,The Hawthorns,36,507.706531875275
Wigan,Birmingham,DW Stadium,38,287.374584921292
Aston Villa,Southampton,Villa Park,2,412.102978639159
Reading,Brentford,Madejski Stadium,28,108.58672925328
Leicester,Sunderland,King Power Stadium,19,562.76601331092
Fulham,Birmingham,Craven Cottage,15,353.60789859455
Swansea,Blackpool,Swansea.com Stadium,33,643.789761368659
Bolton,Man City,University of Bolton Stadium,6,55.7320293517602
Sunderland,Cardiff,Stadium of Light,32,933.361295391121
Tottenham,Southampton,White Hart Lane,34,270.024912193255
Liverpool,Arsenal,Anfield,20,623.564670200639
Everton,Norwich,Goodison Park,14,682.669293624807
Leicester,Blackburn,King Power Stadium,19,353.69255450713
Everton,Chelsea,Goodison Park,14,639.313554862669
Blackburn,Liverpool,Ewood Park,4,115.261520597165
Portsmouth,Birmingham,Fratton Park,26,446.900787988476
Brighton,Crystal Palace,Falmer Stadium (The Amex),9,142.204428464167
Sheffield United,Sheffield United,Bramall Lane,29,0
Reading,Brighton,Madejski Stadium,28,222.858878206519
Reading,Man United,Madejski Stadium,28,544.624812633128
Southampton,Hull,St Mary's Stadium,30,724.05628782976
Sunderland,Sheffield United,Stadium of Light,32,384.990514036243
Fulham,Stoke,Craven Cottage,15,473.524995283159
West Ham,Brighton,London Stadium (Olympic Stadium),37,179.793192571568
Blackpool,Stoke,Bloomfield Road,5,254.880346828248
Bolton,Wigan,University of Bolton Stadium,6,21.4386246709109
Wolves,Wigan,Molineux Stadium,39,247.304306824658
Sheffield United,Watford,Bramall Lane,29,456.48479287502
Wigan,Sheffield United,DW Stadium,38,184.108042385116
Everton,West Brom,Goodison Park,14,280.764855564723
Everton,Sunderland,Goodison Park,14,479.502544925222
Reading,Crystal Palace,Madejski Stadium,28,142.095467394255
Brentford,Portsmouth,Brentford Community Stadium,8,211.651681958506
Swansea,Newcastle,Swansea.com Stadium,33,974.395760341265
Arsenal,Bournemouth,Emirates Stadium,1,335.796511543944
Wigan,Huddersfield,DW Stadium,38,134.893419894267
Middlesbrough,Sheffield United,Riverside Stadium,23,304.830597799593
West Ham,Middlesbrough,London Stadium (Olympic Stadium),37,781.129524253835
Brentford,Man City,Brentford Community Stadium,8,580.95741919787
Brentford,Watford,Brentford Community Stadium,8,45.9945671344773
West Ham,Blackpool,London Stadium (Olympic Stadium),37,722.352248978315
Watford,Tottenham,Vicarage Road,35,56.9912659580694
Bolton,Bournemouth,University of Bolton Stadium,6,728.176072441385
Arsenal,Middlesbrough,Emirates Stadium,1,769.667863353877
Sheffield United,Wolves,Bramall Lane,29,232.046592929315
Stoke,Middlesbrough,Bet365 Stadium,31,438.976898768781
Brighton,Chelsea,Falmer Stadium (The Amex),9,160.642750396257
West Brom,Swansea,The Hawthorns,36,381.802699086948
Middlesbrough,QPR,Riverside Stadium,23,781.228043734561
Everton,Burnley,Goodison Park,14,147.746098768504
Middlesbrough,Leeds,Riverside Stadium,23,208.34749339319
Southampton,Portsmouth,St Mary's Stadium,30,62.3605259991003
Bournemouth,Aston Villa,Dean Court (Vitality Stadium),7,443.933240302165
Reading,Birmingham,Madejski Stadium,28,288.996188063936
Tottenham,Sheffield United,White Hart Lane,34,492.669444818874
Wigan,Wigan,DW Stadium,38,0
Burnley,Wigan,Turf Moor,10,97.9947705929452
Brighton,Liverpool,Falmer Stadium (The Amex),9,795.547985452919
Sheffield United,Tottenham,Bramall Lane,29,492.669444818874
Bournemouth,Blackpool,Dean Court (Vitality Stadium),7,819.377667870299
Bolton,Man United,University of Bolton Stadium,6,48.1511849391819
Stoke,Swansea,Bet365 Stadium,31,461.786100245315
Bournemouth,Tottenham,Dean Court (Vitality Stadium),7,347.75301810458
QPR,Cardiff,Loftus Road,27,462.919386016811
Arsenal,Sunderland,Emirates Stadium,1,849.827779590528
Liverpool,Man United,Anfield,20,102.644437960542
Leeds,Arsenal,Elland Road,18,597.94245664599
Cardiff,Cardiff,Cardiff City Stadium (Dinas Caerdydd),11,0
Watford,Man United,Vicarage Road,35,541.256414778889
Swansea,Brighton,Swansea.com Stadium,33,679.153507864643
Brighton,Hull,Falmer Stadium (The Amex),9,720.925974348127
Wolves,Man City,Molineux Stadium,39,219.076430592913
Watford,Hull,Vicarage Road,35,522.211787621618
QPR,Sunderland,Loftus Road,27,861.387959971212
Fulham,Liverpool,Craven Cottage,15,635.581754299967
Chelsea,Wolves,Stamford Bridge,12,402.183257829007
Watford,Arsenal,Vicarage Road,35,52.1426061877646
Bolton,Burnley,University of Bolton Stadium,6,76.7186419579039
Wigan,Bournemouth,DW Stadium,38,720.482992059006
Wolves,Leicester,Molineux Stadium,39,158.478601484316
Chelsea,Chelsea,Stamford Bridge,12,0
Norwich,Norwich,Carrow Road,25,0
Brighton,Sunderland,Falmer Stadium (The Amex),9,1025.83640733172
Blackburn,Newcastle,Ewood Park,4,379.168423072186
Sheffield United,Aston Villa,Bramall Lane,29,224.797467593608
Bournemouth,Stoke,Dean Court (Vitality Stadium),7,571.262253159438
Swansea,QPR,Swansea.com Stadium,33,580.553661137284
Reading,Arsenal,Madejski Stadium,28,141.380232349311
Stoke,Bournemouth,Bet365 Stadium,31,571.262253159437
Bournemouth,Man City,Dean Court (Vitality Stadium),7,692.255115827263
West Ham,Burnley,London Stadium (Olympic Stadium),37,661.280451229413
Huddersfield,Everton,Kirklees Stadium (John Smith's Stadium),16,177.012917051519
Norwich,QPR,Carrow Road,25,369.855608185036
Liverpool,Sheffield United,Anfield,20,226.725925370586
Man United,Wigan,Old Trafford,22,60.0265549750729
Wigan,Hull,DW Stadium,38,340.371467701648
Cardiff,Wigan,Cardiff City Stadium (Dinas Caerdydd),11,547.487924840828
Watford,Blackburn,Vicarage Road,35,609.22598013189
Fulham,Blackpool,Craven Cottage,15,721.952035006727
Southampton,West Ham,St Mary's Stadium,30,265.662291614308
Burnley,Blackburn,Turf Moor,10,41.0705605715574
QPR,Huddersfield,Loftus Road,27,589.077705258252
Wigan,Cardiff,DW Stadium,38,547.487924840827
Cardiff,Sheffield United,Cardiff City Stadium (Dinas Caerdydd),11,552.731905232093
Chelsea,Liverpool,Stamford Bridge,12,636.43963671872
Wolves,Arsenal,Molineux Stadium,39,390.27355833486
Watford,Man City,Vicarage Road,35,538.523886604217
Newcastle,Leeds,St. James' Park,24,301.41006760668
Portsmouth,Reading,Fratton Park,26,166.795669221442
Wolves,Blackburn,Molineux Stadium,39,283.856985009964
Sheffield United,Arsenal,Bramall Lane,29,494.27895748212
Cardiff,Stoke,Cardiff City Stadium (Dinas Caerdydd),11,432.625024887407
Aston Villa,Leicester,Villa Park,2,125.112122435296
West Ham,Wolves,London Stadium (Olympic Stadium),37,402.690856405779
Brentford,Sunderland,Brentford Community Stadium,8,864.02384981603
Burnley,Birmingham,Turf Moor,10,338.174163609623
Southampton,Sunderland,St Mary's Stadium,30,984.695762276541
Blackpool,Fulham,Bloomfield Road,5,721.952035006727
Sheffield United,Reading,Bramall Lane,29,492.767734978319
Blackpool,West Ham,Bloomfield Road,5,722.352248978315
Newcastle,Aston Villa,St. James' Park,24,619.736385566063
QPR,Tottenham,Loftus Road,27,36.2537183850582
Huddersfield,Brighton,Kirklees Stadium (John Smith's Stadium),16,754.807919845298
Sheffield United,Leeds,Bramall Lane,29,105.829288875935
Hull,Arsenal,MKM Stadium,17,544.917346606931
West Ham,Bournemouth,London Stadium (Olympic Stadium),37,343.390397525632
West Brom,Birmingham,The Hawthorns,36,17.0849329383033
Burnley,Fulham,Turf Moor,10,660.880237257826
Crystal Palace,Portsmouth,Selhurst Park,13,224.151617034365
Leeds,Tottenham,Elland Road,18,591.047669198892
Blackpool,Blackpool,Bloomfield Road,5,0
Sunderland,Bournemouth,Stadium of Light,32,1037.36202008969
West Brom,QPR,The Hawthorns,36,361.233796558059
West Brom,Man United,The Hawthorns,36,242.525096508229
West Brom,Huddersfield,The Hawthorns,36,304.189347060447
Hull,Blackpool,MKM Stadium,17,400.806576000162
Hull,Sheffield United,MKM Stadium,17,201.43052750659
Sunderland,Hull,Stadium of Light,32,348.04537093413
Leeds,Fulham,Elland Road,18,611.600724107065
Brentford,Aston Villa,Brentford Community Stadium,8,352.167546937851
Arsenal,Stoke,Emirates Stadium,1,461.507911183829
Man United,Sunderland,Old Trafford,22,410.969594240981
Hull,Brighton,MKM Stadium,17,720.925974348127
Huddersfield,Swansea,Kirklees Stadium (John Smith's Stadium),16,648.168721275797
Reading,Everton,Madejski Stadium,28,583.355062969339
Bolton,Leicester,University of Bolton Stadium,6,328.309451535475
Aston Villa,Fulham,Villa Park,2,362.704557505121
Leeds,Southampton,Elland Road,18,713.229751806953
Stoke,Leeds,Bet365 Stadium,31,232.22037801227
Bournemouth,West Brom,Dean Court (Vitality Stadium),7,449.631972812221
West Brom,Portsmouth,The Hawthorns,36,461.696179409102
Bournemouth,Leeds,Dean Court (Vitality Stadium),7,762.689200163406
West Brom,Leicester,The Hawthorns,36,137.000439647651
Swansea,Fulham,Swansea.com Stadium,33,583.099694962077
Aston Villa,Hull,Villa Park,2,395.918194752871
Brentford,Man United,Brentford Community Stadium,8,583.689947372542
Sheffield United,QPR,Bramall Lane,29,500.532058147356
Stoke,West Brom,Bet365 Stadium,31,123.322143706879
Leeds,Chelsea,Elland Road,18,612.458606525817
Southampton,Swansea,St Mary's Stadium,30,478.394615355903
Hull,Blackburn,MKM Stadium,17,321.76914201609
Chelsea,Bournemouth,Stamford Bridge,12,315.128573323103
Everton,Man United,Goodison Park,14,99.767146806361
Middlesbrough,Bolton,Riverside Stadium,23,346.603754140721
Watford,Southampton,Vicarage Road,35,249.549642405832
Newcastle,Swansea,St. James' Park,24,974.395760341263
Middlesbrough,Wigan,Riverside Stadium,23,366.733969483415
Birmingham,Man City,St Andrew's (stadium),3,259.146708689547
Sunderland,Wolves,Stadium of Light,32,606.1462939652
Portsmouth,Chelsea,Fratton Park,26,216.05439542594
Chelsea,Man United,Stamford Bridge,12,591.925545904071
Newcastle,Huddersfield,St. James' Park,24,340.213767505327
West Ham,Liverpool,London Stadium (Olympic Stadium),37,635.981968271555
Man United,Cardiff,Old Trafford,22,539.042196680823
Norwich,Southampton,Carrow Road,25,603.530093121691
Cardiff,Chelsea,Cardiff City Stadium (Dinas Caerdydd),11,468.063936698503
Portsmouth,Leicester,Fratton Park,26,465.824217225508
Cardiff,Brentford,Cardiff City Stadium (Dinas Caerdydd),11,453.330834370494
West Ham,Reading,London Stadium (Olympic Stadium),37,149.556818543616
Birmingham,West Ham,St Andrew's (stadium),3,356.058095433533
Sunderland,Norwich,Stadium of Light,32,795.338236632105
Sunderland,West Ham,Stadium of Light,32,861.289440490486
West Brom,Leeds,The Hawthorns,36,336.907870500027
Wolves,Hull,Molineux Stadium,39,414.064354310309
Man United,Middlesbrough,Old Trafford,22,330.80967800433
Blackburn,Watford,Ewood Park,4,609.225980131891
Norwich,Cardiff,Carrow Road,25,757.274766173466
Man City,Norwich,Etihad Stadium,21,579.669259199696
Brentford,Wigan,Brentford Community Stadium,8,615.679643082658
Burnley,Huddersfield,Turf Moor,10,87.2308339324717
West Ham,Everton,London Stadium (Olympic Stadium),37,638.855886415504
Leicester,Newcastle,King Power Stadium,19,577.075541124346
Arsenal,Birmingham,Emirates Stadium,1,343.640797362616
Norwich,Wolves,Carrow Road,25,531.905088811305
Chelsea,Huddersfield,Stamford Bridge,12,595.699571111098
Aston Villa,Leeds,Villa Park,2,330.313909847355
Chelsea,Cardiff,Stamford Bridge,12,468.063936698503
Wigan,Norwich,DW Stadium,38,643.91021904983
Reading,Norwich,Madejski Stadium,28,470.80161634502
Aston Villa,West Brom,Villa Park,2,12.1638392312
Wigan,Burnley,DW Stadium,38,97.9947705929453
Sunderland,Bolton,Stadium of Light,32,411.549114687462
Man City,Tottenham,Etihad Stadium,21,574.708538548071
Chelsea,Tottenham,Stamford Bridge,12,36.3536940952707
Leicester,Stoke,King Power Stadium,19,181.093608077271
Hull,Wigan,MKM Stadium,17,340.371467701647
Everton,Wigan,Goodison Park,14,63.5383072760028
Liverpool,Chelsea,Anfield,20,636.439636718721
West Ham,Huddersfield,London Stadium (Olympic Stadium),37,595.241902663933
Man United,Wolves,Old Trafford,22,217.286520726437
Birmingham,Sheffield United,St Andrew's (stadium),3,234.182540788751
Norwich,Everton,Carrow Road,25,682.669293624807
Liverpool,Aston Villa,Anfield,20,290.526998358601
Swansea,Sheffield United,Swansea.com Stadium,33,608.370275980042
Blackpool,Man City,Bloomfield Road,5,154.658671483565
Arsenal,Newcastle,Emirates Stadium,1,864.137307403954
Burnley,Everton,Turf Moor,10,147.746098768504
Birmingham,Stoke,St Andrew's (stadium),3,138.153846021722
Tottenham,Leeds,White Hart Lane,34,591.047669198893
Everton,Hull,Goodison Park,14,382.4909648589
Norwich,Middlesbrough,Carrow Road,25,708.30897430161
Crystal Palace,Blackpool,Selhurst Park,13,744.411277174233
Brighton,Reading,Falmer Stadium (The Amex),9,222.85887820652
Everton,Blackpool,Goodison Park,14,136.810294605815
Bolton,Middlesbrough,University of Bolton Stadium,6,346.60375414072
Reading,QPR,Madejski Stadium,28,118.661479211901
QPR,Watford,Loftus Road,27,48.3898352470233
Fulham,West Brom,Craven Cottage,15,368.403290015177
Bournemouth,Wolves,Dean Court (Vitality Stadium),7,478.04776064242
Blackpool,Newcastle,Bloomfield Road,5,403.732585408976
Brighton,Bournemouth,Falmer Stadium (The Amex),9,291.485841828749
Fulham,Southampton,Craven Cottage,15,235.152720222885
West Brom,Hull,The Hawthorns,36,405.241786461531
Man City,Birmingham,Etihad Stadium,21,259.146708689547
Chelsea,Blackburn,Stamford Bridge,12,659.895111257072
Cardiff,Fulham,Cardiff City Stadium (Dinas Caerdydd),11,465.465419841605
Leicester,West Brom,King Power Stadium,19,137.000439647651
Brighton,Brentford,Falmer Stadium (The Amex),9,168.168298859681
Bournemouth,Wigan,Dean Court (Vitality Stadium),7,720.482992059007
West Brom,Blackburn,The Hawthorns,36,309.095560791755
Brentford,Swansea,Brentford Community Stadium,8,570.965109490964
Chelsea,Swansea,Stamford Bridge,12,585.698211818974
Birmingham,Leicester,St Andrew's (stadium),3,126.493857007345
Liverpool,Tottenham,Anfield,20,621.955157537393
Brentford,Birmingham,Brentford Community Stadium,8,343.070888027281
Stoke,Arsenal,Bet365 Stadium,31,461.507911183829
Wigan,Tottenham,DW Stadium,38,609.430762432859
Brentford,Leicester,Brentford Community Stadium,8,303.11374644016
Hull,Stoke,MKM Stadium,17,362.11541197678
Tottenham,Portsmouth,White Hart Lane,34,252.370622098197
Fulham,Watford,Craven Cottage,15,54.1538186811169
Tottenham,Cardiff,White Hart Lane,34,497.377750119448
Man United,West Brom,Old Trafford,22,242.525096508229
Watford,Burnley,Vicarage Road,35,611.068988551396
Middlesbrough,Cardiff,Riverside Stadium,23,853.201379154471
Brentford,Middlesbrough,Brentford Community Stadium,8,783.86393357938
Blackburn,Norwich,Ewood Park,4,652.885181099377
QPR,Birmingham,Loftus Road,27,346.438405137432
Arsenal,Fulham,Emirates Stadium,1,27.5515154789775
Man United,Man United,Old Trafford,22,0
Arsenal,Aston Villa,Emirates Stadium,1,351.803459085984
Sunderland,Man City,Stadium of Light,32,400.891962633851
Cardiff,Bournemouth,Cardiff City Stadium (Dinas Caerdydd),11,362.83031564821
Man City,Swansea,Etihad Stadium,21,571.700436232112
Liverpool,Hull,Anfield,20,385.368256013081
Swansea,Man United,Swansea.com Stadium,33,557.659012926397
Arsenal,Arsenal,Emirates Stadium,1,0
Newcastle,Blackpool,St. James' Park,24,403.732585408976
Cardiff,Portsmouth,Cardiff City Stadium (Dinas Caerdydd),11,420.811764235017
Blackburn,Sheffield United,Ewood Park,4,192.900519572445
Blackpool,Southampton,Bloomfield Road,5,787.547406207293
Hull,Man City,MKM Stadium,17,285.393643249712
Aston Villa,Blackpool,Villa Park,2,376.897279065361
Southampton,Arsenal,St Mary's Stadium,30,258.06840563262
Cardiff,Man City,Cardiff City Stadium (Dinas Caerdydd),11,551.072175980878
Aston Villa,Brighton,Villa Park,2,512.561097152965
Bolton,Southampton,University of Bolton Stadium,6,696.34581077838
Swansea,Portsmouth,Swansea.com Stadium,33,538.446039355488
Newcastle,Crystal Palace,St. James' Park,24,901.602659414026
Brentford,Southampton,Brentford Community Stadium,8,225.242489762395
Portsmouth,Hull,Fratton Park,26,762.410969294652
Leeds,Norwich,Elland Road,18,544.564620875903
Wigan,Watford,DW Stadium,38,573.246110489006
Huddersfield,Wolves,Kirklees Stadium (John Smith's Stadium),16,278.950771278656
Birmingham,Fulham,St Andrew's (stadium),3,353.607898594551
Portsmouth,Bournemouth,Fratton Park,26,150.463452096542
Fulham,Wigan,Craven Cottage,15,623.057359195435
Hull,Cardiff,MKM Stadium,17,723.039700587388
Tottenham,Brentford,White Hart Lane,34,44.9615756591491
Fulham,Tottenham,Craven Cottage,15,40.7540979462828
Blackburn,Crystal Palace,Ewood Park,4,681.496471005826
Everton,Portsmouth,Goodison Park,14,740.865639700762
Arsenal,West Brom,Emirates Stadium,1,359.041328809613
Stoke,Newcastle,Bet365 Stadium,31,527.89914761695
Stoke,Reading,Bet365 Stadium,31,425.421859831778
Leicester,Birmingham,King Power Stadium,19,126.493857007345
Stoke,Cardiff,Bet365 Stadium,31,432.625024887407
Man City,Cardiff,Etihad Stadium,21,551.072175980878
Blackburn,Fulham,Ewood Park,4,659.037228838321
Sheffield United,Leicester,Bramall Lane,29,197.439239390131
Wolves,Sheffield United,Molineux Stadium,39,232.046592929315
Fulham,Swansea,Craven Cottage,15,583.099694962076
Sheffield United,Swansea,Bramall Lane,29,608.370275980043
Blackpool,Portsmouth,Bloomfield Road,5,831.441874467179
Leicester,Southampton,King Power Stadium,19,421.929748965622
Liverpool,Middlesbrough,Anfield,20,417.402962990612
Southampton,Everton,St Mary's Stadium,30,689.187928353406
Norwich,Leicester,Carrow Road,25,375.984346527891
Bolton,Newcastle,University of Bolton Stadium,6,419.471484313721
Huddersfield,Middlesbrough,Kirklees Stadium (John Smith's Stadium),16,247.494577484176
Aston Villa,Birmingham,Villa Park,2,10.7810604018766
Stoke,Sunderland,Bet365 Stadium,31,519.136815005432
Portsmouth,Stoke,Fratton Park,26,583.326459756317
Crystal Palace,Blackburn,Selhurst Park,13,681.496471005825
Hull,Huddersfield,MKM Stadium,17,209.959744477848
Swansea,Tottenham,Swansea.com Stadium,33,615.01202523992
Middlesbrough,Fulham,Riverside Stadium,23,786.992027168655
Fulham,Fulham,Craven Cottage,15,0
Portsmouth,West Ham,Fratton Park,26,245.212929757697
Watford,Wolves,Vicarage Road,35,350.60189251926
Aston Villa,Sunderland,Villa Park,2,605.426857752637
Cardiff,Huddersfield,Cardiff City Stadium (Dinas Caerdydd),11,613.971773360592
Man United,QPR,Old Trafford,22,585.303680051226
Portsmouth,Watford,Fratton Park,26,241.031176425364
Crystal Palace,Crystal Palace,Selhurst Park,13,0
Portsmouth,Everton,Fratton Park,26,740.865639700762
Fulham,Reading,Craven Cottage,15,121.207513036694
Sheffield United,Liverpool,Bramall Lane,29,226.725925370586
West Ham,Tottenham,London Stadium (Olympic Stadium),37,18.3877790781768
Newcastle,QPR,St. James' Park,24,875.697487784638
Tottenham,Bournemouth,White Hart Lane,34,347.75301810458
Tottenham,Birmingham,White Hart Lane,34,342.03128469937
Stoke,West Ham,Bet365 Stadium,31,473.925209254747
Hull,Wolves,MKM Stadium,17,414.06435431031
Man City,Southampton,Etihad Stadium,21,660.424854164256
Sheffield United,Brighton,Bramall Lane,29,666.262272734401
Bolton,Crystal Palace,University of Bolton Stadium,6,653.20968174532
West Brom,Chelsea,The Hawthorns,36,370.951028303759
Watford,Swansea,Vicarage Road,35,564.592827025388
Chelsea,Leeds,Stamford Bridge,12,612.458606525817
Newcastle,Sunderland,St. James' Park,24,38.6277757600963
Blackburn,Reading,Ewood Park,4,611.195276916656
Huddersfield,Watford,Kirklees Stadium (John Smith's Stadium),16,545.030439985917
West Brom,Burnley,The Hawthorns,36,323.34246129478
Everton,Brighton,Goodison Park,14,797.823313147799
Norwich,Arsenal,Carrow Road,25,348.599561803131
Burnley,QPR,Turf Moor,10,655.116253823733
Burnley,West Ham,Turf Moor,10,661.280451229414
Leicester,Huddersfield,King Power Stadium,19,285.984886501028
Cardiff,Wolves,Cardiff City Stadium (Dinas Caerdydd),11,335.021002081937
Burnley,Wolves,Turf Moor,10,298.103885512988
Arsenal,Man City,Emirates Stadium,1,576.318051211318
Liverpool,Watford,Anfield,20,585.770505593539
Watford,West Brom,Vicarage Road,35,319.369662994012
Crystal Palace,Wolves,Selhurst Park,13,424.749884601695
Watford,Blackpool,Vicarage Road,35,672.140786300298
Portsmouth,Blackpool,Fratton Park,26,831.44187446718
Watford,Portsmouth,Vicarage Road,35,241.031176425364
Huddersfield,Stoke,Kirklees Stadium (John Smith's Stadium),16,191.941292318888
Leicester,Aston Villa,King Power Stadium,19,125.112122435296
QPR,Burnley,Loftus Road,27,655.116253823732
Tottenham,Aston Villa,White Hart Lane,34,350.193946422738
Newcastle,Tottenham,St. James' Park,24,857.242519956855
Portsmouth,Wolves,Fratton Park,26,492.92840893435
Southampton,Sheffield United,St Mary's Stadium,30,607.713309553207
Crystal Palace,Reading,Selhurst Park,13,142.095467394256
Brighton,Watford,Falmer Stadium (The Amex),9,214.162865994158
Leicester,Norwich,King Power Stadium,19,375.984346527892
Huddersfield,Blackpool,Kirklees Stadium (John Smith's Stadium),16,203.330962343241
Arsenal,Chelsea,Emirates Stadium,1,23.1511116279654
Watford,West Ham,Vicarage Road,35,65.9707114013338
Wigan,Crystal Palace,DW Stadium,38,645.51660136294
Tottenham,Fulham,White Hart Lane,34,40.7540979462828
Leeds,Reading,Elland Road,18,598.284177232065
Brighton,Everton,Falmer Stadium (The Amex),9,797.823313147797
Bolton,Norwich,University of Bolton Stadium,6,630.178069263632
Watford,Liverpool,Vicarage Road,35,585.770505593538
Bournemouth,Watford,Dean Court (Vitality Stadium),7,327.277748317156
Cardiff,Watford,Cardiff City Stadium (Dinas Caerdydd),11,461.054960525883
Arsenal,Wigan,Emirates Stadium,1,611.040275096106
Newcastle,Brentford,St. James' Park,24,878.333377629456
Bolton,Sheffield United,University of Bolton Stadium,6,170.193407736702
Wigan,Portsmouth,DW Stadium,38,732.547198655887
Sunderland,Stoke,Stadium of Light,32,519.136815005432
West Ham,West Brom,London Stadium (Olympic Stadium),37,371.458626880531
Huddersfield,West Ham,Kirklees Stadium (John Smith's Stadium),16,595.241902663934
Chelsea,Crystal Palace,Stamford Bridge,12,27.1336276119295
Brentford,Stoke,Brentford Community Stadium,8,466.147279170381
West Ham,Chelsea,London Stadium (Olympic Stadium),37,30.2272138455155
Blackpool,Leeds,Bloomfield Road,5,228.139822270645
Chelsea,Brighton,Stamford Bridge,12,160.642750396257
Hull,Swansea,MKM Stadium,17,783.964756856235
Wigan,West Brom,DW Stadium,38,272.542882606449
Chelsea,Wigan,Stamford Bridge,12,623.915241614188
Man United,Arsenal,Old Trafford,22,579.05057938599
Wolves,Birmingham,Molineux Stadium,39,48.3171624635512
